id,timestamp,level,message,uuid,logger_name,raw_log,cluster_id,template,created_at
57,2026-07-29T20:55:27.085000,INFO,Cache miss for key USER_639,44e42593-ac2e-4bc6-b5bb-da65e46b7f31,60 root,"[2026-07-29 20:55:27,085] 60 root - INFO - Cache miss for key USER_639",11,Cache miss for key <*>,2026-07-29 15:25:27
58,2026-07-29T20:55:29.086000,ERROR,User 3040 logged in,6e124b76-dd3a-413c-bd2f-1d5d7b92893e,60 root,"[2026-07-29 20:55:29,086] 60 root - ERROR - User 3040 logged in",1,User <*> logged <*>,2026-07-29 15:25:29
59,2026-07-29T20:55:31.087000,WARNING,Request GET /api/orders took 376 ms,27af95aa-92b2-4e86-8061-4c71cb6b1771,60 root,"[2026-07-29 20:55:31,087] 60 root - WARNING - Request GET /api/orders took 376 ms",10,Request <*> <*> took <*> ms,2026-07-29 15:25:31
60,2026-07-29T20:55:33.088000,ERROR,Disk usage reached 92%,309511ed-2126-4e09-b0a6-766730ac07c2,60 root,"[2026-07-29 20:55:33,088] 60 root - ERROR - Disk usage reached 92%",12,Disk usage reached <*>,2026-07-29 15:25:33
61,2026-07-29T20:55:35.089000,ERROR,Payment for Order 24313 failed,14b8fbd0-d865-46cb-98cf-cdeac98b83de,60 root,"[2026-07-29 20:55:35,089] 60 root - ERROR - Payment for Order 24313 failed",3,Payment for Order <*> <*>,2026-07-29 15:25:35
62,2026-07-29T20:55:37.090000,WARNING,Worker 4 restarted,f51e9472-6759-4b8c-a755-a18c5d5a5299,60 root,"[2026-07-29 20:55:37,090] 60 root - WARNING - Worker 4 restarted",2,Worker <*> restarted,2026-07-29 15:25:37
63,2026-07-29T20:55:39.090000,ERROR,Request GET /api/orders took 621 ms,89c819e4-1604-428f-9c5e-be3d253683f6,60 root,"[2026-07-29 20:55:39,090] 60 root - ERROR - Request GET /api/orders took 621 ms",10,Request <*> <*> took <*> ms,2026-07-29 15:25:39
64,2026-07-29T20:55:41.091000,INFO,Memory usage reached 67%,f3ba2a4c-fc3f-4dce-9fb2-ba0b66f8cd3d,60 root,"[2026-07-29 20:55:41,091] 60 root - INFO - Memory usage reached 67%",6,Memory usage reached <*>,2026-07-29 15:25:42
65,2026-07-29T20:55:43.092000,ERROR,Payment for Order 22282 completed,c6d52a52-4f46-4fe8-8702-a6a5ad0ca6a5,60 root,"[2026-07-29 20:55:43,092] 60 root - ERROR - Payment for Order 22282 completed",3,Payment for Order <*> <*>,2026-07-29 15:25:44
66,2026-07-29T20:55:45.093000,INFO,User 2679 logged out,0bf2aebf-682c-4e21-ae2b-03aa16614a72,60 root,"[2026-07-29 20:55:45,093] 60 root - INFO - User 2679 logged out",1,User <*> logged <*>,2026-07-29 15:25:46
67,2026-07-29T20:55:47.093000,ERROR,Payment for Order 55203 failed,4f8cb875-2a3b-4986-a4e7-42b5a1caa3fb,60 root,"[2026-07-29 20:55:47,093] 60 root - ERROR - Payment for Order 55203 failed",3,Payment for Order <*> <*>,2026-07-29 15:25:48
68,2026-07-29T20:55:49.094000,WARNING,File report_305.pdf uploaded,14489c2d-c863-4298-9aa8-db78677c9c30,60 root,"[2026-07-29 20:55:49,094] 60 root - WARNING - File report_305.pdf uploaded",8,File <*> uploaded,2026-07-29 15:25:50
69,2026-07-29T20:55:51.095000,ERROR,Disk usage reached 94%,c17cde89-dadc-4d90-99fa-3c7978603386,60 root,"[2026-07-29 20:55:51,095] 60 root - ERROR - Disk usage reached 94%",12,Disk usage reached <*>,2026-07-29 15:25:52
70,2026-07-29T20:55:53.096000,INFO,Payment for Order 44300 failed,f71f5645-1e8f-42d5-85ef-0cbad45c54c0,60 root,"[2026-07-29 20:55:53,096] 60 root - INFO - Payment for Order 44300 failed",3,Payment for Order <*> <*>,2026-07-29 15:25:54
71,2026-07-29T20:55:55.096000,WARNING,Connection from 192.168.1.89 accepted,5484712f-0b9b-4a88-b5c9-03d437145292,60 root,"[2026-07-29 20:55:55,096] 60 root - WARNING - Connection from 192.168.1.89 accepted",5,Connection from <*> accepted,2026-07-29 15:25:56
72,2026-07-29T20:55:57.099000,WARNING,Payment for Order 54777 completed,e9b742b2-1697-4fae-b5cf-468f7295dfd4,60 root,"[2026-07-29 20:55:57,099] 60 root - WARNING - Payment for Order 54777 completed",3,Payment for Order <*> <*>,2026-07-29 15:25:58
73,2026-07-29T20:55:59.100000,WARNING,User 3806 logged out,d358b0cd-56eb-4296-b330-7aae3489a6d8,60 root,"[2026-07-29 20:55:59,100] 60 root - WARNING - User 3806 logged out",1,User <*> logged <*>,2026-07-29 15:26:00
74,2026-07-29T20:56:01.100000,INFO,Disk usage reached 76%,33b535a2-7b7c-4817-ae9e-54df644a8b95,60 root,"[2026-07-29 20:56:01,100] 60 root - INFO - Disk usage reached 76%",12,Disk usage reached <*>,2026-07-29 15:26:02
75,2026-07-29T20:56:03.101000,WARNING,Worker 1 restarted,d51bc0a9-cdc6-4fec-9af4-9d69d2689a72,60 root,"[2026-07-29 20:56:03,101] 60 root - WARNING - Worker 1 restarted",2,Worker <*> restarted,2026-07-29 15:26:04
76,2026-07-29T20:56:05.102000,INFO,Request POST /api/payment took 849 ms,f6fcbaba-027a-4abb-ab07-6c4a89fe7548,60 root,"[2026-07-29 20:56:05,102] 60 root - INFO - Request POST /api/payment took 849 ms",10,Request <*> <*> took <*> ms,2026-07-29 15:26:06
77,2026-07-29T20:56:07.103000,WARNING,Cache miss for key USER_898,0fe9a203-fa8f-4c3b-a91e-5f58805115f5,60 root,"[2026-07-29 20:56:07,103] 60 root - WARNING - Cache miss for key USER_898",11,Cache miss for key <*>,2026-07-29 15:26:08
78,2026-07-29T20:56:09.104000,ERROR,Service auth restarted after 3 crashes,4ed44f8b-6239-4060-983a-2715c37ee6ff,60 root,"[2026-07-29 20:56:09,104] 60 root - ERROR - Service auth restarted after 3 crashes",4,Service auth restarted after <*> crashes,2026-07-29 15:26:10
79,2026-07-29T20:56:11.105000,ERROR,Request GET /api/orders took 486 ms,de2a0fee-b569-4bed-9c9b-69c5ba236f38,60 root,"[2026-07-29 20:56:11,105] 60 root - ERROR - Request GET /api/orders took 486 ms",10,Request <*> <*> took <*> ms,2026-07-29 15:26:12
80,2026-07-29T20:56:13.106000,ERROR,Payment for Order 34822 failed,0f1da8fd-145a-498e-b1a8-a583c2c58138,60 root,"[2026-07-29 20:56:13,106] 60 root - ERROR - Payment for Order 34822 failed",3,Payment for Order <*> <*>,2026-07-29 15:26:14
81,2026-07-29T20:56:15.106000,INFO,Request GET /api/orders took 543 ms,ad3d3412-570d-4bb2-a6ec-404236830df1,60 root,"[2026-07-29 20:56:15,106] 60 root - INFO - Request GET /api/orders took 543 ms",10,Request <*> <*> took <*> ms,2026-07-29 15:26:16
82,2026-07-29T20:56:17.107000,ERROR,Payment for Order 23057 failed,9e16894e-0c57-4db2-9eec-1842240f260d,60 root,"[2026-07-29 20:56:17,107] 60 root - ERROR - Payment for Order 23057 failed",3,Payment for Order <*> <*>,2026-07-29 15:26:18
83,2026-07-29T20:56:19.108000,INFO,User 5318 logged in,a1adb1c1-b0e8-4b2d-aea1-874f27f535e7,60 root,"[2026-07-29 20:56:19,108] 60 root - INFO - User 5318 logged in",1,User <*> logged <*>,2026-07-29 15:26:20
84,2026-07-29T20:56:21.108000,WARNING,File report_479.pdf uploaded,b6fcfa69-3fd9-4a00-a8ee-94fb2580422b,60 root,"[2026-07-29 20:56:21,108] 60 root - WARNING - File report_479.pdf uploaded",8,File <*> uploaded,2026-07-29 15:26:22
85,2026-07-29T20:56:23.109000,WARNING,Service auth restarted after 1 crashes,a6e99565-cd57-457c-9d27-8495459f7611,60 root,"[2026-07-29 20:56:23,109] 60 root - WARNING - Service auth restarted after 1 crashes",4,Service auth restarted after <*> crashes,2026-07-29 15:26:24
86,2026-07-29T20:56:25.110000,WARNING,Cache miss for key USER_929,55985cab-4db5-4692-b824-9b5569d68469,60 root,"[2026-07-29 20:56:25,110] 60 root - WARNING - Cache miss for key USER_929",11,Cache miss for key <*>,2026-07-29 15:26:26
87,2026-07-29T20:56:27.111000,INFO,Payment for Order 22925 failed,f79365a0-a3f8-475f-a7e3-15c0bf61db2b,60 root,"[2026-07-29 20:56:27,111] 60 root - INFO - Payment for Order 22925 failed",3,Payment for Order <*> <*>,2026-07-29 15:26:28
88,2026-07-29T20:56:29.112000,WARNING,Request POST /api/payment took 164 ms,bababbbb-516b-4776-8fed-617ca30b3055,60 root,"[2026-07-29 20:56:29,112] 60 root - WARNING - Request POST /api/payment took 164 ms",10,Request <*> <*> took <*> ms,2026-07-29 15:26:30
89,2026-07-29T20:56:31.113000,INFO,Payment for Order 66751 failed,5d475972-21e4-4bb3-a700-59268bbfacf5,60 root,"[2026-07-29 20:56:31,113] 60 root - INFO - Payment for Order 66751 failed",3,Payment for Order <*> <*>,2026-07-29 15:26:32
90,2026-07-29T20:56:33.114000,WARNING,User 2892 logged in,4e563e47-69de-4f7f-b014-5a22075f7e5b,60 root,"[2026-07-29 20:56:33,114] 60 root - WARNING - User 2892 logged in",1,User <*> logged <*>,2026-07-29 15:26:34
91,2026-07-29T20:56:35.114000,ERROR,User 7259 logged in,e604ef23-7d15-4a72-90bd-a223f20cbfb9,60 root,"[2026-07-29 20:56:35,114] 60 root - ERROR - User 7259 logged in",1,User <*> logged <*>,2026-07-29 15:26:36
92,2026-07-29T20:56:37.115000,WARNING,Payment for Order 48665 failed,79a500e0-2a8d-4a12-89b1-6fa7e080c6e8,60 root,"[2026-07-29 20:56:37,115] 60 root - WARNING - Payment for Order 48665 failed",3,Payment for Order <*> <*>,2026-07-29 15:26:38
93,2026-07-29T20:56:39.116000,WARNING,Connection from 192.168.1.189 accepted,468233a2-3842-4ccb-98b1-fffdd94a0d82,60 root,"[2026-07-29 20:56:39,116] 60 root - WARNING - Connection from 192.168.1.189 accepted",5,Connection from <*> accepted,2026-07-29 15:26:40
94,2026-07-29T20:56:41.117000,ERROR,Database timeout after 10 seconds,d4309434-db57-4da8-a109-b7a502d4e18a,60 root,"[2026-07-29 20:56:41,117] 60 root - ERROR - Database timeout after 10 seconds",7,Database timeout after <*> seconds,2026-07-29 15:26:42
95,2026-07-29T20:56:43.117000,INFO,Disk usage reached 78%,57528dc3-fab4-4595-9ca1-08d4514aa2fa,60 root,"[2026-07-29 20:56:43,117] 60 root - INFO - Disk usage reached 78%",12,Disk usage reached <*>,2026-07-29 15:26:44
96,2026-07-29T20:56:45.118000,INFO,Service auth restarted after 2 crashes,c0a59814-59e1-4e51-bef0-8ec93a6a9247,60 root,"[2026-07-29 20:56:45,118] 60 root - INFO - Service auth restarted after 2 crashes",4,Service auth restarted after <*> crashes,2026-07-29 15:26:46
97,2026-07-29T20:56:47.119000,WARNING,User 9227 logged in,3e10a3d0-948e-49bc-9e44-e454b308d7b0,60 root,"[2026-07-29 20:56:47,119] 60 root - WARNING - User 9227 logged in",1,User <*> logged <*>,2026-07-29 15:26:48
98,2026-07-29T20:56:49.120000,ERROR,Database timeout after 22 seconds,2687c6ed-2de1-4d40-ae3b-653e71d2b7c9,60 root,"[2026-07-29 20:56:49,120] 60 root - ERROR - Database timeout after 22 seconds",7,Database timeout after <*> seconds,2026-07-29 15:26:50
99,2026-07-29T20:56:51.121000,INFO,Database timeout after 30 seconds,53decc37-ee89-4778-ab9d-ecae628e0b17,60 root,"[2026-07-29 20:56:51,121] 60 root - INFO - Database timeout after 30 seconds",7,Database timeout after <*> seconds,2026-07-29 15:26:52
100,2026-07-29T20:56:53.122000,ERROR,Connection from 192.168.1.87 accepted,18c584c0-05cf-4a60-af2e-8cea6f5dd01c,60 root,"[2026-07-29 20:56:53,122] 60 root - ERROR - Connection from 192.168.1.87 accepted",5,Connection from <*> accepted,2026-07-29 15:26:54
101,2026-07-29T20:56:55.123000,INFO,Payment for Order 57863 completed,85c0b320-5564-4fff-bf8c-a9fba52ca1e9,60 root,"[2026-07-29 20:56:55,123] 60 root - INFO - Payment for Order 57863 completed",3,Payment for Order <*> <*>,2026-07-29 15:26:56
102,2026-07-29T20:56:57.123000,ERROR,Request GET /api/orders took 787 ms,b364cb1a-d120-472e-8d98-228bdebd2645,60 root,"[2026-07-29 20:56:57,123] 60 root - ERROR - Request GET /api/orders took 787 ms",10,Request <*> <*> took <*> ms,2026-07-29 15:26:58
103,2026-07-29T20:56:59.124000,WARNING,Service auth restarted after 2 crashes,b94cf5e5-1671-4687-8840-b2156be61814,60 root,"[2026-07-29 20:56:59,124] 60 root - WARNING - Service auth restarted after 2 crashes",4,Service auth restarted after <*> crashes,2026-07-29 15:27:00
104,2026-07-29T20:57:01.125000,WARNING,Worker 3 restarted,c16fb5af-dc6f-4498-959c-910c8e008c24,60 root,"[2026-07-29 20:57:01,125] 60 root - WARNING - Worker 3 restarted",2,Worker <*> restarted,2026-07-29 15:27:02
105,2026-07-29T20:57:03.126000,WARNING,File report_222.pdf uploaded,a0596d4f-de67-4a00-a925-b90e9c1ade67,60 root,"[2026-07-29 20:57:03,126] 60 root - WARNING - File report_222.pdf uploaded",8,File <*> uploaded,2026-07-29 15:27:04
